recordID,mo,dy,yr,period,plot,stake,species,scientificName,country
21344,2,2,1994,191,4,12,DM,Dipodomys merriami,
21346,2,2,1994,191,5,13,DM,Dipodomys merriami,
21348,2,2,1994,191,4,31,DM,Dipodomys merriami,
21349,2,2,1994,191,17,35,DM,Dipodomys merriami,
21351,2,2,1994,191,17,42,DM,Dipodomys merriami,
21352,2,2,1994,191,5,44,DM,Dipodomys merriami,
21354,2,2,1994,191,4,61,DM,Dipodomys merriami,
21356,2,2,1994,191,8,64,DM,Dipodomys merriami,
21366,2,3,1994,191,13,24,DM,Dipodomys merriami,
21367,2,3,1994,191,9,34,DM,Dipodomys merriami,
21368,2,3,1994,191,14,34,DM,Dipodomys merriami,
21369,2,3,1994,191,11,43,DM,Dipodomys merriami,
21372,2,3,1994,191,14,53,DM,Dipodomys merriami,
21375,2,3,1994,191,14,62,DM,Dipodomys merriami,
21376,2,3,1994,191,11,67,DM,Dipodomys merriami,
21378,2,3,1994,191,14,71,DM,Dipodomys merriami,
21380,2,3,1994,191,9,75,DM,Dipodomys merriami,
21384,2,20,1994,192,17,12,DM,Dipodomys merriami,
21385,2,20,1994,192,2,13,DM,Dipodomys merriami,
21386,2,20,1994,192,17,13,DM,Dipodomys merriami,
21387,2,20,1994,192,17,15,DM,Dipodomys merriami,
21388,2,20,1994,192,17,23,DM,Dipodomys merriami,
21389,2,20,1994,192,12,31,DM,Dipodomys merriami,
21391,2,20,1994,192,12,32,DM,Dipodomys merriami,
21392,2,20,1994,192,22,41,DM,Dipodomys merriami,
21393,2,20,1994,192,17,42,DM,Dipodomys merriami,
21394,2,20,1994,192,17,44,DM,Dipodomys merriami,
21396,2,20,1994,192,12,53,DM,Dipodomys merriami,
21399,2,20,1994,192,17,62,DM,Dipodomys merriami,
21403,2,21,1994,192,4,11,DM,Dipodomys merriami,
21404,2,21,1994,192,11,15,DM,Dipodomys merriami,
21409,2,21,1994,192,4,35,DM,Dipodomys merriami,
21411,2,21,1994,192,16,57,DM,Dipodomys merriami,
21412,2,21,1994,192,4,61,DM,Dipodomys merriami,
21414,2,21,1994,192,4,71,DM,Dipodomys merriami,
21415,2,21,1994,192,4,72,DM,Dipodomys merriami,
21418,2,22,1994,192,5,13,DM,Dipodomys merriami,
21419,2,22,1994,192,14,21,DM,Dipodomys merriami,
21421,2,22,1994,192,5,21,DM,Dipodomys merriami,
21423,2,22,1994,192,9,37,DM,Dipodomys merriami,
21424,2,22,1994,192,14,44,DM,Dipodomys merriami,
21425,2,22,1994,192,5,44,DM,Dipodomys merriami,
21426,2,22,1994,192,14,45,DM,Dipodomys merriami,
21428,2,22,1994,192,14,52,DM,Dipodomys merriami,
21431,2,22,1994,192,8,71,DM,Dipodomys merriami,
21432,2,22,1994,192,13,77,DM,Dipodomys merriami,
21433,3,11,1994,193,12,12,DM,Dipodomys merriami,
21435,3,11,1994,193,2,16,DM,Dipodomys merriami,
21437,3,11,1994,193,17,26,DM,Dipodomys merriami,
21439,3,11,1994,193,17,42,DM,Dipodomys merriami,
21441,3,11,1994,193,12,54,DM,Dipodomys merriami,
21442,3,11,1994,193,2,67,DM,Dipodomys merriami,
21443,3,11,1994,193,17,67,DM,Dipodomys merriami,
21444,3,11,1994,193,12,71,DM,Dipodomys merriami,
21448,3,11,1994,193,2,77,DM,Dipodomys merriami,
21455,3,12,1994,193,14,11,DM,Dipodomys merriami,
21460,3,12,1994,193,4,21,DM,Dipodomys merriami,
21461,3,12,1994,193,4,24,DM,Dipodomys merriami,
21463,3,12,1994,193,11,34,DM,Dipodomys merriami,
21464,3,12,1994,193,14,35,DM,Dipodomys merriami,
21465,3,12,1994,193,11,36,DM,Dipodomys merriami,
21466,3,12,1994,193,11,41,DM,Dipodomys merriami,
21467,3,12,1994,193,14,45,DM,Dipodomys merriami,
21468,3,12,1994,193,11,47,DM,Dipodomys merriami,
21470,3,12,1994,193,13,55,DM,Dipodomys merriami,
21472,3,12,1994,193,4,63,DM,Dipodomys merriami,
21474,3,12,1994,193,11,65,DM,Dipodomys merriami,
21475,3,12,1994,193,11,71,DM,Dipodomys merriami,
21476,3,12,1994,193,4,72,DM,Dipodomys merriami,
21477,3,12,1994,193,11,74,DM,Dipodomys merriami,
21478,3,12,1994,193,8,74,DM,Dipodomys merriami,
21479,3,12,1994,193,9,76,DM,Dipodomys merriami,
21484,4,10,1994,194,22,12,DM,Dipodomys merriami,
21488,4,10,1994,194,22,33,DM,Dipodomys merriami,
21490,4,10,1994,194,22,36,DM,Dipodomys merriami,
21491,4,10,1994,194,22,41,DM,Dipodomys merriami,
21493,4,10,1994,194,12,45,DM,Dipodomys merriami,
21497,4,10,1994,194,17,55,DM,Dipodomys merriami,
21500,4,10,1994,194,17,57,DM,Dipodomys merriami,
21501,4,10,1994,194,12,61,DM,Dipodomys merriami,
21502,4,10,1994,194,2,62,DM,Dipodomys merriami,
21504,4,10,1994,194,1,66,DM,Dipodomys merriami,
21505,4,10,1994,194,2,66,DM,Dipodomys merriami,
21506,4,10,1994,194,1,67,DM,Dipodomys merriami,
21508,4,10,1994,194,17,71,DM,Dipodomys merriami,
21511,4,10,1994,194,1,75,DM,Dipodomys merriami,
21514,4,10,1994,194,1,76,DM,Dipodomys merriami,
21519,4,11,1994,194,9,12,DM,Dipodomys merriami,
21520,4,11,1994,194,4,13,DM,Dipodomys merriami,
21523,4,11,1994,194,14,23,DM,Dipodomys merriami,
21528,4,11,1994,194,14,34,DM,Dipodomys merriami,
21529,4,11,1994,194,4,41,DM,Dipodomys merriami,
21530,4,11,1994,194,11,43,DM,Dipodomys merriami,
21531,4,11,1994,194,11,45,DM,Dipodomys merriami,
21532,4,11,1994,194,13,46,DM,Dipodomys merriami,
21533,4,11,1994,194,11,47,DM,Dipodomys merriami,
21534,4,11,1994,194,8,51,DM,Dipodomys merriami,
21536,4,11,1994,194,11,53,DM,Dipodomys merriami,
21537,4,11,1994,194,11,54,DM,Dipodomys merriami,
21538,4,11,1994,194,14,57,DM,Dipodomys merriami,
21540,4,11,1994,194,11,62,DM,Dipodomys merriami,
21542,4,11,1994,194,4,63,DM,Dipodomys merriami,
21544,4,11,1994,194,8,65,DM,Dipodomys merriami,
21545,4,11,1994,194,11,67,DM,Dipodomys merriami,
21547,4,11,1994,194,9,73,DM,Dipodomys merriami,
21549,4,11,1994,194,4,75,DM,Dipodomys merriami,
21550,4,11,1994,194,11,75,DM,Dipodomys merriami,
21551,4,11,1994,194,9,76,DM,Dipodomys merriami,
21552,4,11,1994,194,11,77,DM,Dipodomys merriami,
21555,5,18,1994,195,2,11,DM,Dipodomys merriami,
21560,5,18,1994,195,2,24,DM,Dipodomys merriami,
21563,5,18,1994,195,17,32,DM,Dipodomys merriami,
21567,5,18,1994,195,17,43,DM,Dipodomys merriami,
21568,5,18,1994,195,1,46,DM,Dipodomys merriami,
21569,5,18,1994,195,17,46,DM,Dipodomys merriami,
21570,5,18,1994,195,12,51,DM,Dipodomys merriami,
21575,5,18,1994,195,12,64,DM,Dipodomys merriami,
21584,5,19,1994,195,4,12,DM,Dipodomys merriami,
21585,5,19,1994,195,14,17,DM,Dipodomys merriami,
21586,5,19,1994,195,4,25,DM,Dipodomys merriami,
21587,5,19,1994,195,4,27,DM,Dipodomys merriami,
21588,5,19,1994,195,11,37,DM,Dipodomys merriami,
21591,5,19,1994,195,11,43,DM,Dipodomys merriami,
21592,5,19,1994,195,4,46,DM,Dipodomys merriami,
21595,5,19,1994,195,14,47,DM,Dipodomys merriami,
21596,5,19,1994,195,11,51,DM,Dipodomys merriami,
21598,5,19,1994,195,8,63,DM,Dipodomys merriami,
21599,5,19,1994,195,13,63,DM,Dipodomys merriami,
21602,5,19,1994,195,9,72,DM,Dipodomys merriami,
21604,5,19,1994,195,14,72,DM,Dipodomys merriami,
21605,5,19,1994,195,13,73,DM,Dipodomys merriami,
21607,5,19,1994,195,11,75,DM,Dipodomys merriami,
21608,5,19,1994,195,9,76,DM,Dipodomys merriami,
21614,6,14,1994,196,17,13,DM,Dipodomys merriami,
21615,6,14,1994,196,17,15,DM,Dipodomys merriami,
21618,6,14,1994,196,17,34,DM,Dipodomys merriami,
21622,6,14,1994,196,12,45,DM,Dipodomys merriami,
21623,6,14,1994,196,12,46,DM,Dipodomys merriami,
21626,6,14,1994,196,17,55,DM,Dipodomys merriami,
21631,6,14,1994,196,1,66,DM,Dipodomys merriami,
21639,6,15,1994,196,11,22,DM,Dipodomys merriami,
21641,6,15,1994,196,14,26,DM,Dipodomys merriami,
21643,6,15,1994,196,8,46,DM,Dipodomys merriami,
21644,6,15,1994,196,11,55,DM,Dipodomys merriami,
21646,6,15,1994,196,14,56,DM,Dipodomys merriami,
21649,6,15,1994,196,8,66,DM,Dipodomys merriami,
21651,6,15,1994,196,4,74,DM,Dipodomys merriami,
21652,6,15,1994,196,11,77,DM,Dipodomys merriami,
21658,7,8,1994,197,12,12,DM,Dipodomys merriami,
21659,7,8,1994,197,17,13,DM,Dipodomys merriami,
21660,7,8,1994,197,17,17,DM,Dipodomys merriami,
21664,7,8,1994,197,17,33,DM,Dipodomys merriami,
21665,7,8,1994,197,12,41,DM,Dipodomys merriami,
21667,7,8,1994,197,1,47,DM,Dipodomys merriami,
21668,7,8,1994,197,22,47,DM,Dipodomys merriami,
21674,7,8,1994,197,12,66,DM,Dipodomys merriami,
21675,7,8,1994,197,1,67,DM,Dipodomys merriami,
21681,7,9,1994,197,4,12,DM,Dipodomys merriami,
21686,7,9,1994,197,14,25,DM,Dipodomys merriami,
21691,7,9,1994,197,14,55,DM,Dipodomys merriami,
21693,7,9,1994,197,8,57,DM,Dipodomys merriami,
21694,7,9,1994,197,11,65,DM,Dipodomys merriami,
21696,7,9,1994,197,8,71,DM,Dipodomys merriami,
21700,7,9,1994,197,11,76,DM,Dipodomys merriami,
21706,7,9,1994,197,9,-99,DM,Dipodomys merriami,
21707,8,17,1994,198,17,13,DM,Dipodomys merriami,
21708,8,17,1994,198,2,17,DM,Dipodomys merriami,
21710,8,17,1994,198,17,26,DM,Dipodomys merriami,
21715,8,17,1994,198,11,42,DM,Dipodomys merriami,
21716,8,17,1994,198,1,43,DM,Dipodomys merriami,
21717,8,17,1994,198,11,46,DM,Dipodomys merriami,
21719,8,17,1994,198,17,52,DM,Dipodomys merriami,
21725,8,17,1994,198,1,65,DM,Dipodomys merriami,
21731,8,18,1994,198,9,11,DM,Dipodomys merriami,
21737,8,18,1994,198,12,24,DM,Dipodomys merriami,
21738,8,18,1994,198,4,25,DM,Dipodomys merriami,
21739,8,18,1994,198,14,27,DM,Dipodomys merriami,
21740,8,18,1994,198,12,32,DM,Dipodomys merriami,
21741,8,18,1994,198,12,34,DM,Dipodomys merriami,
21745,8,18,1994,198,12,46,DM,Dipodomys merriami,
21747,8,18,1994,198,14,47,DM,Dipodomys merriami,
21753,8,18,1994,198,13,77,DM,Dipodomys merriami,
21756,9,6,1994,199,17,14,DM,Dipodomys merriami,
21757,9,6,1994,199,2,16,DM,Dipodomys merriami,
21760,9,6,1994,199,12,34,DM,Dipodomys merriami,
21765,9,6,1994,199,1,56,DM,Dipodomys merriami,
21766,9,6,1994,199,17,56,DM,Dipodomys merriami,
21769,9,6,1994,199,12,63,DM,Dipodomys merriami,
21770,9,6,1994,199,17,64,DM,Dipodomys merriami,
21782,9,7,1994,199,13,16,DM,Dipodomys merriami,
21787,9,7,1994,199,14,34,DM,Dipodomys merriami,
21789,9,7,1994,199,11,42,DM,Dipodomys merriami,
21790,9,7,1994,199,14,42,DM,Dipodomys merriami,
21791,9,7,1994,199,11,46,DM,Dipodomys merriami,
21794,9,7,1994,199,9,51,DM,Dipodomys merriami,
21797,9,7,1994,199,4,64,DM,Dipodomys merriami,
21802,9,7,1994,199,14,74,DM,Dipodomys merriami,
21803,9,7,1994,199,9,76,DM,Dipodomys merriami,
21805,9,7,1994,199,8,77,DM,Dipodomys merriami,
21808,10,12,1994,200,12,15,DM,Dipodomys merriami,
21813,10,12,1994,200,17,25,DM,Dipodomys merriami,
21814,10,12,1994,200,2,26,DM,Dipodomys merriami,
21815,10,12,1994,200,12,27,DM,Dipodomys merriami,
21819,10,12,1994,200,1,35,DM,Dipodomys merriami,
21822,10,12,1994,200,12,37,DM,Dipodomys merriami,
21823,10,12,1994,200,12,43,DM,Dipodomys merriami,
21826,10,12,1994,200,12,46,DM,Dipodomys merriami,
21829,10,12,1994,200,17,47,DM,Dipodomys merriami,
21830,10,12,1994,200,12,53,DM,Dipodomys merriami,
21832,10,12,1994,200,17,55,DM,Dipodomys merriami,
21836,10,12,1994,200,17,67,DM,Dipodomys merriami,
21840,10,12,1994,200,1,76,DM,Dipodomys merriami,
21844,10,13,1994,200,4,14,DM,Dipodomys merriami,
21846,10,13,1994,200,4,15,DM,Dipodomys merriami,
21851,10,13,1994,200,13,25,DM,Dipodomys merriami,
21852,10,13,1994,200,11,27,DM,Dipodomys merriami,
21853,10,13,1994,200,14,35,DM,Dipodomys merriami,
21854,10,13,1994,200,4,37,DM,Dipodomys merriami,
21855,10,13,1994,200,14,43,DM,Dipodomys merriami,
21856,10,13,1994,200,14,51,DM,Dipodomys merriami,
21857,10,13,1994,200,11,53,DM,Dipodomys merriami,
21866,10,13,1994,200,4,72,DM,Dipodomys merriami,
21867,10,13,1994,200,9,73,DM,Dipodomys merriami,
21868,10,13,1994,200,8,73,DM,Dipodomys merriami,
21869,10,13,1994,200,8,74,DM,Dipodomys merriami,
21871,10,13,1994,200,8,75,DM,Dipodomys merriami,
21872,10,13,1994,200,9,76,DM,Dipodomys merriami,
21878,11,1,1994,201,17,15,DM,Dipodomys merriami,
21879,11,1,1994,201,2,16,DM,Dipodomys merriami,
21880,11,1,1994,201,1,17,DM,Dipodomys merriami,
21887,11,1,1994,201,12,34,DM,Dipodomys merriami,
21888,11,1,1994,201,17,36,DM,Dipodomys merriami,
21891,11,1,1994,201,22,41,DM,Dipodomys merriami,
21892,11,1,1994,201,1,43,DM,Dipodomys merriami,
21893,11,1,1994,201,12,43,DM,Dipodomys merriami,
21895,11,1,1994,201,12,53,DM,Dipodomys merriami,
21898,11,1,1994,201,17,57,DM,Dipodomys merriami,
21900,11,1,1994,201,1,64,DM,Dipodomys merriami,
21904,11,1,1994,201,1,66,DM,Dipodomys merriami,
21907,11,2,1994,201,13,14,DM,Dipodomys merriami,
21909,11,2,1994,201,14,16,DM,Dipodomys merriami,
21910,11,2,1994,201,14,31,DM,Dipodomys merriami,
21914,11,2,1994,201,11,37,DM,Dipodomys merriami,
21915,11,2,1994,201,14,37,DM,Dipodomys merriami,
21916,11,2,1994,201,11,41,DM,Dipodomys merriami,
21917,11,2,1994,201,4,46,DM,Dipodomys merriami,
21919,11,2,1994,201,9,54,DM,Dipodomys merriami,
21920,11,2,1994,201,9,56,DM,Dipodomys merriami,
21922,11,2,1994,201,4,57,DM,Dipodomys merriami,
21923,11,2,1994,201,8,63,DM,Dipodomys merriami,
21927,11,2,1994,201,9,74,DM,Dipodomys merriami,
21928,11,2,1994,201,8,74,DM,Dipodomys merriami,
21929,11,2,1994,201,8,75,DM,Dipodomys merriami,
21930,11,2,1994,201,8,76,DM,Dipodomys merriami,
21931,11,2,1994,201,11,77,DM,Dipodomys merriami,
21940,12,4,1994,202,2,21,DM,Dipodomys merriami,
21942,12,4,1994,202,1,24,DM,Dipodomys merriami,
21945,12,4,1994,202,17,32,DM,Dipodomys merriami,
21947,12,4,1994,202,12,34,DM,Dipodomys merriami,
21948,12,4,1994,202,17,34,DM,Dipodomys merriami,
21949,12,4,1994,202,22,35,DM,Dipodomys merriami,
21950,12,4,1994,202,12,41,DM,Dipodomys merriami,
21951,12,4,1994,202,1,43,DM,Dipodomys merriami,
21953,12,4,1994,202,22,47,DM,Dipodomys merriami,
21954,12,4,1994,202,22,51,DM,Dipodomys merriami,
21956,12,4,1994,202,1,54,DM,Dipodomys merriami,
21960,12,4,1994,202,1,71,DM,Dipodomys merriami,
21961,12,4,1994,202,17,72,DM,Dipodomys merriami,
21963,12,4,1994,202,1,75,DM,Dipodomys merriami,
21964,12,4,1994,202,12,77,DM,Dipodomys merriami,
21967,12,5,1994,202,11,15,DM,Dipodomys merriami,
21969,12,5,1994,202,4,25,DM,Dipodomys merriami,
21970,12,5,1994,202,14,26,DM,Dipodomys merriami,
21971,12,5,1994,202,13,27,DM,Dipodomys merriami,
21972,12,5,1994,202,11,31,DM,Dipodomys merriami,
21974,12,5,1994,202,8,42,DM,Dipodomys merriami,
21976,12,5,1994,202,9,52,DM,Dipodomys merriami,
21977,12,5,1994,202,14,52,DM,Dipodomys merriami,
21979,12,5,1994,202,5,63,DM,Dipodomys merriami,
21985,12,5,1994,202,14,72,DM,Dipodomys merriami,
21986,12,5,1994,202,5,72,DM,Dipodomys merriami,
21987,12,5,1994,202,8,74,DM,Dipodomys merriami,
21988,12,5,1994,202,4,76,DM,Dipodomys merriami,
21989,12,5,1994,202,8,76,DM,Dipodomys merriami,
21998,1,11,1995,203,1,34,DM,Dipodomys merriami,
22000,1,11,1995,203,1,41,DM,Dipodomys merriami,
22003,1,11,1995,203,2,44,DM,Dipodomys merriami,
22004,1,11,1995,203,12,44,DM,Dipodomys merriami,
22005,1,11,1995,203,1,46,DM,Dipodomys merriami,
22006,1,11,1995,203,22,46,DM,Dipodomys merriami,
22007,1,11,1995,203,22,52,DM,Dipodomys merriami,
22009,1,11,1995,203,1,61,DM,Dipodomys merriami,
22011,1,11,1995,203,12,67,DM,Dipodomys merriami,
22015,1,12,1995,203,14,12,DM,Dipodomys merriami,
22016,1,12,1995,203,11,24,DM,Dipodomys merriami,
22018,1,12,1995,203,4,34,DM,Dipodomys merriami,
22020,1,12,1995,203,17,57,DM,Dipodomys merriami,
22021,1,12,1995,203,4,61,DM,Dipodomys merriami,
22022,1,12,1995,203,17,62,DM,Dipodomys merriami,
22023,1,12,1995,203,13,65,DM,Dipodomys merriami,
22026,1,12,1995,203,14,73,DM,Dipodomys merriami,
22027,1,12,1995,203,13,73,DM,Dipodomys merriami,
22028,1,12,1995,203,11,76,DM,Dipodomys merriami,
22029,1,12,1995,203,11,77,DM,Dipodomys merriami,
22035,1,13,1995,203,9,22,DM,Dipodomys merriami,
22036,1,13,1995,203,9,56,DM,Dipodomys merriami,
22037,1,13,1995,203,8,64,DM,Dipodomys merriami,
22038,1,13,1995,203,8,74,DM,Dipodomys merriami,
22039,1,13,1995,203,9,77,DM,Dipodomys merriami,
22042,2,4,1995,204,2,13,DM,Dipodomys merriami,
22043,2,4,1995,204,17,14,DM,Dipodomys merriami,
22044,2,4,1995,204,2,16,DM,Dipodomys merriami,
22048,2,4,1995,204,1,31,DM,Dipodomys merriami,
22051,2,4,1995,204,12,32,DM,Dipodomys merriami,
22056,2,4,1995,204,22,36,DM,Dipodomys merriami,
22061,2,4,1995,204,22,53,DM,Dipodomys merriami,
22063,2,4,1995,204,1,61,DM,Dipodomys merriami,
22065,2,4,1995,204,17,62,DM,Dipodomys merriami,
22066,2,4,1995,204,8,63,DM,Dipodomys merriami,
22067,2,4,1995,204,8,64,DM,Dipodomys merriami,
22070,2,4,1995,204,1,71,DM,Dipodomys merriami,
22071,2,4,1995,204,8,72,DM,Dipodomys merriami,
22072,2,4,1995,204,1,75,DM,Dipodomys merriami,
22073,2,4,1995,204,8,75,DM,Dipodomys merriami,
22074,2,4,1995,204,8,77,DM,Dipodomys merriami,
22076,2,4,1995,204,12,77,DM,Dipodomys merriami,
22078,2,5,1995,204,4,12,DM,Dipodomys merriami,
22079,2,5,1995,204,14,15,DM,Dipodomys merriami,
22081,2,5,1995,204,14,24,DM,Dipodomys merriami,
22082,2,5,1995,204,3,27,DM,Dipodomys merriami,
22084,2,5,1995,204,4,35,DM,Dipodomys merriami,
22086,2,5,1995,204,11,35,DM,Dipodomys merriami,
22090,2,5,1995,204,9,56,DM,Dipodomys merriami,
22091,2,5,1995,204,13,63,DM,Dipodomys merriami,
22093,2,5,1995,204,9,64,DM,Dipodomys merriami,
22094,2,5,1995,204,4,66,DM,Dipodomys merriami,
22096,2,5,1995,204,14,72,DM,Dipodomys merriami,
22098,2,5,1995,204,9,73,DM,Dipodomys merriami,
22100,2,5,1995,204,9,75,DM,Dipodomys merriami,
22101,2,5,1995,204,9,76,DM,Dipodomys merriami,
22102,2,5,1995,204,4,77,DM,Dipodomys merriami,
22105,3,4,1995,205,2,11,DM,Dipodomys merriami,
22109,3,4,1995,205,2,17,DM,Dipodomys merriami,
22112,3,4,1995,205,1,31,DM,Dipodomys merriami,
22114,3,4,1995,205,17,32,DM,Dipodomys merriami,
22115,3,4,1995,205,12,33,DM,Dipodomys merriami,
22116,3,4,1995,205,17,36,DM,Dipodomys merriami,
22117,3,4,1995,205,12,46,DM,Dipodomys merriami,
22118,3,4,1995,205,17,47,DM,Dipodomys merriami,
22119,3,4,1995,205,12,51,DM,Dipodomys merriami,
22122,3,4,1995,205,1,55,DM,Dipodomys merriami,
22123,3,4,1995,205,12,62,DM,Dipodomys merriami,
22126,3,4,1995,205,1,71,DM,Dipodomys merriami,
22134,3,5,1995,205,9,15,DM,Dipodomys merriami,
22135,3,5,1995,205,4,17,DM,Dipodomys merriami,
22140,3,5,1995,205,3,27,DM,Dipodomys merriami,
22141,3,5,1995,205,11,33,DM,Dipodomys merriami,
22143,3,5,1995,205,4,35,DM,Dipodomys merriami,
22144,3,5,1995,205,11,46,DM,Dipodomys merriami,
22145,3,5,1995,205,14,47,DM,Dipodomys merriami,
22146,3,5,1995,205,4,51,DM,Dipodomys merriami,
22150,3,5,1995,205,14,52,DM,Dipodomys merriami,
22152,3,5,1995,205,11,55,DM,Dipodomys merriami,
22155,3,5,1995,205,8,63,DM,Dipodomys merriami,
22156,3,5,1995,205,13,67,DM,Dipodomys merriami,
22159,3,5,1995,205,8,73,DM,Dipodomys merriami,
22160,3,5,1995,205,4,74,DM,Dipodomys merriami,
22161,3,5,1995,205,11,74,DM,Dipodomys merriami,
22162,3,5,1995,205,8,75,DM,Dipodomys merriami,
22163,3,5,1995,205,8,77,DM,Dipodomys merriami,
22164,4,1,1995,206,1,11,DM,Dipodomys merriami,
22167,4,1,1995,206,1,15,DM,Dipodomys merriami,
22168,4,1,1995,206,2,16,DM,Dipodomys merriami,
22171,4,1,1995,206,17,23,DM,Dipodomys merriami,
22172,4,1,1995,206,1,31,DM,Dipodomys merriami,
22173,4,1,1995,206,12,31,DM,Dipodomys merriami,
22178,4,1,1995,206,17,51,DM,Dipodomys merriami,
22179,4,1,1995,206,12,54,DM,Dipodomys merriami,
22182,4,1,1995,206,12,66,DM,Dipodomys merriami,
22184,4,1,1995,206,17,67,DM,Dipodomys merriami,
22185,4,1,1995,206,17,71,DM,Dipodomys merriami,
22187,4,1,1995,206,17,74,DM,Dipodomys merriami,
22189,4,1,1995,206,17,77,DM,Dipodomys merriami,
22198,4,2,1995,206,9,25,DM,Dipodomys merriami,
22201,4,2,1995,206,4,35,DM,Dipodomys merriami,
22202,4,2,1995,206,11,36,DM,Dipodomys merriami,
22203,4,2,1995,206,14,36,DM,Dipodomys merriami,
22204,4,2,1995,206,11,43,DM,Dipodomys merriami,
22205,4,2,1995,206,14,43,DM,Dipodomys merriami,
22206,4,2,1995,206,4,46,DM,Dipodomys merriami,
22207,4,2,1995,206,3,47,DM,Dipodomys merriami,
22208,4,2,1995,206,9,47,DM,Dipodomys merriami,
22209,4,2,1995,206,4,55,DM,Dipodomys merriami,
22211,4,2,1995,206,9,56,DM,Dipodomys merriami,
22212,4,2,1995,206,9,61,DM,Dipodomys merriami,
22213,4,2,1995,206,14,63,DM,Dipodomys merriami,
22214,4,2,1995,206,11,65,DM,Dipodomys merriami,
22215,4,2,1995,206,8,66,DM,Dipodomys merriami,
22216,4,2,1995,206,13,67,DM,Dipodomys merriami,
22217,4,2,1995,206,4,71,DM,Dipodomys merriami,
22218,4,2,1995,206,15,71,DM,Dipodomys merriami,
22219,4,2,1995,206,11,72,DM,Dipodomys merriami,
22220,4,2,1995,206,14,72,DM,Dipodomys merriami,
22221,4,2,1995,206,13,73,DM,Dipodomys merriami,
22223,4,2,1995,206,11,74,DM,Dipodomys merriami,
22225,4,2,1995,206,9,76,DM,Dipodomys merriami,
22230,4,29,1995,207,1,21,DM,Dipodomys merriami,
22231,4,29,1995,207,17,22,DM,Dipodomys merriami,
22234,4,29,1995,207,22,26,DM,Dipodomys merriami,
22240,4,29,1995,207,12,41,DM,Dipodomys merriami,
22242,4,29,1995,207,17,43,DM,Dipodomys merriami,
22245,4,29,1995,207,17,54,DM,Dipodomys merriami,
22250,4,29,1995,207,2,66,DM,Dipodomys merriami,
22260,4,30,1995,207,14,15,DM,Dipodomys merriami,
22261,4,30,1995,207,9,17,DM,Dipodomys merriami,
22262,4,30,1995,207,14,22,DM,Dipodomys merriami,
22263,4,30,1995,207,4,25,DM,Dipodomys merriami,
22266,4,30,1995,207,9,27,DM,Dipodomys merriami,
22269,4,30,1995,207,14,37,DM,Dipodomys merriami,
22270,4,30,1995,207,14,41,DM,Dipodomys merriami,
22271,4,30,1995,207,4,42,DM,Dipodomys merriami,
22272,4,30,1995,207,13,42,DM,Dipodomys merriami,
22273,4,30,1995,207,14,43,DM,Dipodomys merriami,
22274,4,30,1995,207,11,45,DM,Dipodomys merriami,
22276,4,30,1995,207,14,46,DM,Dipodomys merriami,
22278,4,30,1995,207,9,47,DM,Dipodomys merriami,
22279,4,30,1995,207,11,52,DM,Dipodomys merriami,
22280,4,30,1995,207,9,52,DM,Dipodomys merriami,
22283,4,30,1995,207,9,64,DM,Dipodomys merriami,
22284,4,30,1995,207,11,65,DM,Dipodomys merriami,
22286,4,30,1995,207,11,72,DM,Dipodomys merriami,
22288,4,30,1995,207,14,72,DM,Dipodomys merriami,
22290,4,30,1995,207,4,74,DM,Dipodomys merriami,
22292,4,30,1995,207,9,75,DM,Dipodomys merriami,
22296,6,7,1995,208,12,13,DM,Dipodomys merriami,
22299,6,7,1995,208,22,15,DM,Dipodomys merriami,
22300,6,7,1995,208,17,22,DM,Dipodomys merriami,
22301,6,7,1995,208,1,24,DM,Dipodomys merriami,
22302,6,7,1995,208,17,25,DM,Dipodomys merriami,
22306,6,7,1995,208,12,43,DM,Dipodomys merriami,
22307,6,7,1995,208,22,43,DM,Dipodomys merriami,
22311,6,7,1995,208,17,67,DM,Dipodomys merriami,
22322,6,8,1995,208,14,13,DM,Dipodomys merriami,
22323,6,8,1995,208,14,14,DM,Dipodomys merriami,
22324,6,8,1995,208,4,16,DM,Dipodomys merriami,
22327,6,8,1995,208,14,22,DM,Dipodomys merriami,
22328,6,8,1995,208,4,27,DM,Dipodomys merriami,
22329,6,8,1995,208,14,32,DM,Dipodomys merriami,
22333,6,8,1995,208,4,35,DM,Dipodomys merriami,
22334,6,8,1995,208,11,35,DM,Dipodomys merriami,
22335,6,8,1995,208,9,35,DM,Dipodomys merriami,
22336,6,8,1995,208,14,36,DM,Dipodomys merriami,
22340,6,8,1995,208,11,43,DM,Dipodomys merriami,
22341,6,8,1995,208,4,44,DM,Dipodomys merriami,
22344,6,8,1995,208,4,52,DM,Dipodomys merriami,
22346,6,8,1995,208,4,54,DM,Dipodomys merriami,
22347,6,8,1995,208,11,54,DM,Dipodomys merriami,
22349,6,8,1995,208,14,55,DM,Dipodomys merriami,
22350,6,8,1995,208,4,57,DM,Dipodomys merriami,
22352,6,8,1995,208,9,64,DM,Dipodomys merriami,
22353,6,8,1995,208,9,65,DM,Dipodomys merriami,
22354,6,8,1995,208,14,65,DM,Dipodomys merriami,
22355,6,8,1995,208,4,66,DM,Dipodomys merriami,
22356,6,8,1995,208,11,71,DM,Dipodomys merriami,
22357,6,8,1995,208,9,72,DM,Dipodomys merriami,
